Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2024-01-12 00:00:00,0,312,312
2024-01-12 00:05:00,0,315,315
2024-01-12 00:10:00,0,277,277
2024-01-12 00:15:00,0,225,225
2024-01-12 00:20:00,0,218,218
2024-01-12 00:25:00,0,1804,1804
2024-01-12 00:30:00,0,1919,1919
2024-01-12 00:35:00,0,1929,1929
2024-01-12 00:40:00,0,1935,1935
2024-01-12 00:45:00,0,285,285
2024-01-12 00:50:00,0,280,280
2024-01-12 00:55:00,0,281,281
2024-01-12 01:00:00,0,277,277
2024-01-12 01:05:00,0,214,214
2024-01-12 01:10:00,0,214,214
2024-01-12 01:15:00,0,1774,1774
2024-01-12 01:20:00,0,1888,1888
2024-01-12 01:25:00,0,1907,1907
2024-01-12 01:30:00,0,1900,1900
2024-01-12 01:35:00,0,2043,2043
2024-01-12 01:40:00,0,1888,1888
2024-01-12 01:45:00,0,1913,1913
2024-01-12 01:50:00,0,2083,2083
2024-01-12 01:55:00,0,1882,1882
2024-01-12 02:00:00,0,1908,1908
2024-01-12 02:05:00,0,1971,1971
2024-01-12 02:10:00,0,1898,1898
2024-01-12 02:15:00,0,1841,1841
2024-01-12 02:20:00,0,1918,1918
2024-01-12 02:25:00,0,1948,1948
2024-01-12 02:30:00,0,1965,1965
2024-01-12 02:35:00,0,1902,1902
2024-01-12 02:40:00,0,1919,1919
2024-01-12 02:45:00,0,1866,1866
2024-01-12 02:50:00,0,1866,1866
2024-01-12 02:55:00,0,1917,1917
2024-01-12 03:00:00,0,1961,1961
2024-01-12 03:05:00,0,1974,1974
2024-01-12 03:10:00,0,283,283
2024-01-12 03:15:00,0,221,221
2024-01-12 03:20:00,0,225,225
2024-01-12 03:25:00,0,209,209
2024-01-12 03:30:00,0,489,489
2024-01-12 03:35:00,0,276,276
2024-01-12 03:40:00,0,2022,2022
2024-01-12 03:45:00,0,1930,1930
2024-01-12 03:50:00,0,1965,1965
2024-01-12 03:55:00,0,1868,1868
2024-01-12 04:00:00,0,1861,1861
2024-01-12 04:05:00,0,1905,1905
2024-01-12 04:10:00,0,2182,2182
2024-01-12 04:15:00,0,2212,2212
2024-01-12 04:20:00,0,2030,2030
2024-01-12 04:25:00,0,1893,1893
2024-01-12 04:30:00,0,1889,1889
2024-01-12 04:35:00,0,1963,1963
2024-01-12 04:40:00,0,2145,2145
2024-01-12 04:45:00,0,1938,1938
2024-01-12 04:50:00,0,1958,1958
2024-01-12 04:55:00,0,2136,2136
2024-01-12 05:00:00,0,1896,1896
2024-01-12 05:05:00,0,1956,1956
2024-01-12 05:10:00,0,2001,2001
2024-01-12 05:15:00,0,2001,2001
2024-01-12 05:20:00,0,287,287
2024-01-12 05:25:00,0,420,420
2024-01-12 05:30:00,0,441,441
2024-01-12 05:35:00,0,267,267
2024-01-12 05:40:00,0,283,283
2024-01-12 05:45:00,0,275,275
2024-01-12 05:50:00,0,283,283
2024-01-12 05:55:00,0,1918,1918
2024-01-12 06:00:00,0,1903,1903
2024-01-12 06:05:00,0,1849,1849
2024-01-12 06:10:00,0,8317,8317
2024-01-12 06:15:00,0,4735,4735
2024-01-12 06:20:00,0,4769,4769
2024-01-12 06:25:00,0,3053,3053
2024-01-12 06:30:00,0,3041,3041
2024-01-12 06:35:00,0,3048,3048
2024-01-12 06:40:00,0,3053,3053
2024-01-12 06:45:00,0,2998,2998
2024-01-12 06:50:00,0,3383,3383
2024-01-12 06:55:00,0,4991,4991
2024-01-12 07:00:00,0,5031,5031
2024-01-12 07:05:00,0,4704,4704
2024-01-12 07:10:00,0,4795,4795
2024-01-12 07:15:00,0,3294,3294
2024-01-12 07:20:00,0,3294,3294
2024-01-12 07:25:00,0,3295,3295
2024-01-12 07:30:00,0,6077,6077
2024-01-12 07:35:00,0,5919,5919
2024-01-12 07:40:00,0,6289,6289
2024-01-12 07:45:00,0,7744,7744
2024-01-12 07:50:00,0,5463,5463
2024-01-12 07:55:00,0,5224,5224
2024-01-12 08:00:00,0,5220,5220
2024-01-12 08:05:00,0,5215,5215
2024-01-12 08:10:00,0,5022,5022
2024-01-12 08:15:00,0,5024,5024
2024-01-12 08:20:00,0,5098,5098
2024-01-12 08:25:00,75,5073,5148
2024-01-12 08:30:00,78,5068,5146
2024-01-12 08:35:00,94,5092,5186
2024-01-12 08:40:00,113,5102,5215
2024-01-12 08:45:00,130,2545,2675
2024-01-12 08:50:00,147,2340,2487
2024-01-12 08:55:00,165,2373,2538
2024-01-12 09:00:00,185,2345,2530
2024-01-12 09:05:00,197,2013,2210
2024-01-12 09:10:00,216,2304,2520
2024-01-12 09:15:00,238,2117,2355
2024-01-12 09:20:00,254,2148,2402
2024-01-12 09:25:00,297,1842,2139
2024-01-12 09:30:00,2368,-348,2020
2024-01-12 09:35:00,2624,-655,1969
2024-01-12 09:40:00,2813,-720,2093
2024-01-12 09:45:00,2979,-839,2140
2024-01-12 09:50:00,3090,-546,2544
2024-01-12 09:55:00,3284,-920,2364
2024-01-12 10:00:00,3421,-942,2479
2024-01-12 10:05:00,3506,-786,2720
2024-01-12 10:10:00,3602,-1083,2519
2024-01-12 10:15:00,3715,-1597,2118
2024-01-12 10:20:00,3906,-1584,2322
2024-01-12 10:25:00,3980,1424,5404
2024-01-12 10:30:00,4106,1129,5235
2024-01-12 10:35:00,4122,1158,5280
2024-01-12 10:40:00,4235,1081,5316
2024-01-12 10:45:00,4314,1271,5585
2024-01-12 10:50:00,4363,-3935,428
2024-01-12 10:55:00,4407,-3975,432
2024-01-12 11:00:00,4473,-4050,423
2024-01-12 11:05:00,4545,-4117,428
2024-01-12 11:10:00,4585,-3935,650
2024-01-12 11:15:00,4635,-4282,353
2024-01-12 11:20:00,4678,-2691,1987
2024-01-12 11:25:00,4710,-2676,2034
2024-01-12 11:30:00,4761,-2652,2109
2024-01-12 11:35:00,4773,-4148,625
2024-01-12 11:40:00,4808,-4383,425
2024-01-12 11:45:00,4854,-4441,413
2024-01-12 11:50:00,4866,-4444,422
2024-01-12 11:55:00,4895,-4336,559
2024-01-12 12:00:00,4907,-4342,565
2024-01-12 12:05:00,4901,-2949,1952
2024-01-12 12:10:00,4905,-2842,2063
2024-01-12 12:15:00,4900,-2859,2041
2024-01-12 12:20:00,4914,-3012,1902
2024-01-12 12:25:00,4879,-4599,280
2024-01-12 12:30:00,4880,-4391,489
2024-01-12 12:35:00,4870,-4595,275
2024-01-12 12:40:00,4859,-4644,215
2024-01-12 12:45:00,4826,-4628,198
2024-01-12 12:50:00,4804,-4549,255
2024-01-12 12:55:00,4789,-4518,271
2024-01-12 13:00:00,4774,-4498,276
2024-01-12 13:05:00,4741,-4266,475
2024-01-12 13:10:00,4708,-4440,268
2024-01-12 13:15:00,4666,-2874,1792
2024-01-12 13:20:00,4615,-1185,3430
2024-01-12 13:25:00,4557,-1445,3112
2024-01-12 13:30:00,4513,-2252,2261
2024-01-12 13:35:00,4445,-2480,1965
2024-01-12 13:40:00,4375,3531,7906
2024-01-12 13:45:00,4302,-176,4126
2024-01-12 13:50:00,4231,-460,3771
2024-01-12 13:55:00,4155,-626,3529
2024-01-12 14:00:00,4065,-547,3518
2024-01-12 14:05:00,3978,-547,3431
2024-01-12 14:10:00,309,437,746
2024-01-12 14:15:00,327,2269,2596
2024-01-12 14:20:00,329,2126,2455
2024-01-12 14:25:00,327,1980,2307
2024-01-12 14:30:00,325,262,587
2024-01-12 14:35:00,317,341,658
2024-01-12 14:40:00,308,319,627
2024-01-12 14:45:00,302,335,637
2024-01-12 14:50:00,298,551,849
2024-01-12 14:55:00,291,359,650
2024-01-12 15:00:00,278,1984,2262
2024-01-12 15:05:00,272,2242,2514
2024-01-12 15:10:00,268,2074,2342
2024-01-12 15:15:00,252,1747,1999
2024-01-12 15:20:00,250,1731,1981
2024-01-12 15:25:00,228,2046,2274
2024-01-12 15:30:00,229,153,382
2024-01-12 15:35:00,223,356,579
2024-01-12 15:40:00,215,178,393
2024-01-12 15:45:00,204,237,441
2024-01-12 15:50:00,183,255,438
2024-01-12 15:55:00,179,472,651
2024-01-12 16:00:00,173,1933,2106
2024-01-12 16:05:00,162,1848,2010
2024-01-12 16:10:00,149,1840,1989
2024-01-12 16:15:00,138,4488,4626
2024-01-12 16:20:00,120,4530,4650
2024-01-12 16:25:00,99,4554,4653
2024-01-12 16:30:00,89,4568,4657
2024-01-12 16:35:00,83,4609,4692
2024-01-12 16:40:00,63,2243,2306
2024-01-12 16:45:00,55,389,444
2024-01-12 16:50:00,31,408,439
2024-01-12 16:55:00,25,354,379
2024-01-12 17:00:00,10,896,906
2024-01-12 17:05:00,0,677,677
2024-01-12 17:10:00,0,675,675
2024-01-12 17:15:00,0,1949,1949
2024-01-12 17:20:00,0,2268,2268
2024-01-12 17:25:00,0,443,443
2024-01-12 17:30:00,0,517,517
2024-01-12 17:35:00,0,511,511
2024-01-12 17:40:00,0,607,607
2024-01-12 17:45:00,0,504,504
2024-01-12 17:50:00,0,502,502
2024-01-12 17:55:00,0,2495,2495
2024-01-12 18:00:00,0,2679,2679
2024-01-12 18:05:00,0,2872,2872
2024-01-12 18:10:00,0,3630,3630
2024-01-12 18:15:00,0,2448,2448
2024-01-12 18:20:00,0,2566,2566
2024-01-12 18:25:00,0,2601,2601
2024-01-12 18:30:00,0,5209,5209
2024-01-12 18:35:00,0,5251,5251
2024-01-12 18:40:00,0,5117,5117
2024-01-12 18:45:00,0,5309,5309
2024-01-12 18:50:00,0,5159,5159
2024-01-12 18:55:00,0,2486,2486
2024-01-12 19:00:00,0,2646,2646
2024-01-12 19:05:00,0,2462,2462
2024-01-12 19:10:00,0,2512,2512
2024-01-12 19:15:00,0,2516,2516
2024-01-12 19:20:00,0,2594,2594
2024-01-12 19:25:00,0,2823,2823
2024-01-12 19:30:00,0,2834,2834
2024-01-12 19:35:00,0,2517,2517
2024-01-12 19:40:00,0,2463,2463
2024-01-12 19:45:00,0,2423,2423
2024-01-12 19:50:00,0,2279,2279
2024-01-12 19:55:00,0,2362,2362
2024-01-12 20:00:00,0,2229,2229
2024-01-12 20:05:00,0,2300,2300
2024-01-12 20:10:00,0,2305,2305
2024-01-12 20:15:00,0,2141,2141
2024-01-12 20:20:00,0,2329,2329
2024-01-12 20:25:00,0,1966,1966
2024-01-12 20:30:00,0,2140,2140
2024-01-12 20:35:00,0,1942,1942
2024-01-12 20:40:00,0,290,290
2024-01-12 20:45:00,0,519,519
2024-01-12 20:50:00,0,324,324
2024-01-12 20:55:00,0,315,315
2024-01-12 21:00:00,0,309,309
2024-01-12 21:05:00,0,302,302
2024-01-12 21:10:00,0,1951,1951
2024-01-12 21:15:00,0,1998,1998
2024-01-12 21:20:00,0,2264,2264
2024-01-12 21:25:00,0,2331,2331
2024-01-12 21:30:00,0,2124,2124
2024-01-12 21:35:00,0,2151,2151
2024-01-12 21:40:00,0,2019,2019
2024-01-12 21:45:00,0,2224,2224
2024-01-12 21:50:00,0,2032,2032
2024-01-12 21:55:00,0,2259,2259
2024-01-12 22:00:00,0,2266,2266
2024-01-12 22:05:00,0,384,384
2024-01-12 22:10:00,0,604,604
2024-01-12 22:15:00,0,396,396
2024-01-12 22:20:00,0,399,399
2024-01-12 22:25:00,0,611,611
2024-01-12 22:30:00,0,393,393
2024-01-12 22:35:00,0,1901,1901
2024-01-12 22:40:00,0,2194,2194
2024-01-12 22:45:00,0,2067,2067
2024-01-12 22:50:00,0,2104,2104
2024-01-12 22:55:00,0,2324,2324
2024-01-12 23:00:00,0,2121,2121
2024-01-12 23:05:00,0,389,389
