Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-10-14 00:00:00,0,952,952
2023-10-14 00:05:00,0,954,954
2023-10-14 00:10:00,0,383,383
2023-10-14 00:15:00,0,421,421
2023-10-14 00:20:00,0,507,507
2023-10-14 00:25:00,0,514,514
2023-10-14 00:30:00,0,494,494
2023-10-14 00:35:00,0,383,383
2023-10-14 00:40:00,0,378,378
2023-10-14 00:45:00,0,381,381
2023-10-14 00:50:00,0,368,368
2023-10-14 00:55:00,0,371,371
2023-10-14 01:00:00,0,369,369
2023-10-14 01:05:00,0,288,288
2023-10-14 01:10:00,0,278,278
2023-10-14 01:15:00,0,341,341
2023-10-14 01:20:00,0,355,355
2023-10-14 01:25:00,0,338,338
2023-10-14 01:30:00,0,551,551
2023-10-14 01:35:00,0,347,347
2023-10-14 01:40:00,0,336,336
2023-10-14 01:45:00,0,504,504
2023-10-14 01:50:00,0,271,271
2023-10-14 01:55:00,0,508,508
2023-10-14 02:00:00,0,346,346
2023-10-14 02:05:00,0,550,550
2023-10-14 02:10:00,0,349,349
2023-10-14 02:15:00,0,347,347
2023-10-14 02:20:00,0,334,334
2023-10-14 02:25:00,0,505,505
2023-10-14 02:30:00,0,496,496
2023-10-14 02:35:00,0,302,302
2023-10-14 02:40:00,0,551,551
2023-10-14 02:45:00,0,345,345
2023-10-14 02:50:00,0,338,338
2023-10-14 02:55:00,0,331,331
2023-10-14 03:00:00,0,348,348
2023-10-14 03:05:00,0,486,486
2023-10-14 03:10:00,0,274,274
2023-10-14 03:15:00,0,333,333
2023-10-14 03:20:00,0,545,545
2023-10-14 03:25:00,0,568,568
2023-10-14 03:30:00,0,332,332
2023-10-14 03:35:00,0,329,329
2023-10-14 03:40:00,0,268,268
2023-10-14 03:45:00,0,274,274
2023-10-14 03:50:00,0,530,530
2023-10-14 03:55:00,0,547,547
2023-10-14 04:00:00,0,332,332
2023-10-14 04:05:00,0,344,344
2023-10-14 04:10:00,0,324,324
2023-10-14 04:15:00,0,277,277
