Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-09-08 00:00:00,0,375,375
2023-09-08 00:05:00,0,379,379
2023-09-08 00:10:00,0,360,360
2023-09-08 00:15:00,0,247,247
2023-09-08 00:20:00,0,583,583
2023-09-08 00:25:00,0,784,784
2023-09-08 00:30:00,0,578,578
2023-09-08 00:35:00,0,232,232
2023-09-08 00:40:00,0,338,338
2023-09-08 00:45:00,0,334,334
2023-09-08 00:50:00,0,345,345
2023-09-08 00:55:00,0,345,345
2023-09-08 01:00:00,0,329,329
2023-09-08 01:05:00,0,329,329
2023-09-08 01:10:00,0,330,330
2023-09-08 01:15:00,0,316,316
2023-09-08 01:20:00,0,321,321
2023-09-08 01:25:00,0,308,308
2023-09-08 01:30:00,0,314,314
2023-09-08 01:35:00,0,311,311
2023-09-08 01:40:00,0,305,305
2023-09-08 01:45:00,0,305,305
2023-09-08 01:50:00,0,311,311
2023-09-08 01:55:00,0,318,318
2023-09-08 02:00:00,0,313,313
2023-09-08 02:05:00,0,311,311
2023-09-08 02:10:00,0,307,307
2023-09-08 02:15:00,0,307,307
2023-09-08 02:20:00,0,297,297
2023-09-08 02:25:00,0,315,315
2023-09-08 02:30:00,0,297,297
2023-09-08 02:35:00,0,298,298
2023-09-08 02:40:00,0,309,309
2023-09-08 02:45:00,0,306,306
2023-09-08 02:50:00,0,296,296
2023-09-08 02:55:00,0,310,310
2023-09-08 03:00:00,0,315,315
2023-09-08 03:05:00,0,315,315
2023-09-08 03:10:00,0,304,304
2023-09-08 03:15:00,0,320,320
2023-09-08 03:20:00,0,304,304
2023-09-08 03:25:00,0,299,299
2023-09-08 03:30:00,0,302,302
2023-09-08 03:35:00,0,222,222
2023-09-08 03:40:00,0,227,227
2023-09-08 03:45:00,0,242,242
2023-09-08 03:50:00,0,328,328
2023-09-08 03:55:00,0,365,365
2023-09-08 04:00:00,0,354,354
2023-09-08 04:05:00,0,337,337
2023-09-08 04:10:00,0,342,342
2023-09-08 04:15:00,0,231,231
2023-09-08 04:20:00,0,227,227
2023-09-08 04:25:00,0,303,303
2023-09-08 04:30:00,0,332,332
2023-09-08 04:35:00,0,362,362
2023-09-08 04:40:00,0,362,362
2023-09-08 04:45:00,0,347,347
2023-09-08 04:50:00,0,345,345
2023-09-08 04:55:00,0,238,238
2023-09-08 05:00:00,0,229,229
2023-09-08 05:05:00,0,254,254
2023-09-08 05:10:00,0,314,314
2023-09-08 05:15:00,0,339,339
2023-09-08 05:20:00,0,231,231
2023-09-08 05:25:00,0,230,230
2023-09-08 05:30:00,0,545,545
2023-09-08 05:35:00,0,330,330
2023-09-08 05:40:00,0,328,328
2023-09-08 05:45:00,0,327,327
2023-09-08 05:50:00,0,341,341
2023-09-08 05:55:00,0,224,224
2023-09-08 06:00:00,0,231,231
2023-09-08 06:05:00,0,275,275
2023-09-08 06:10:00,0,372,372
2023-09-08 06:15:00,0,377,377
2023-09-08 06:20:00,0,403,403
2023-09-08 06:25:00,0,418,418
2023-09-08 06:30:00,0,403,403
2023-09-08 06:35:00,0,400,400
2023-09-08 06:40:00,0,292,292
2023-09-08 06:45:00,0,293,293
2023-09-08 06:50:00,0,1989,1989
2023-09-08 06:55:00,0,4345,4345
2023-09-08 07:00:00,0,2281,2281
2023-09-08 07:05:00,0,2856,2856
2023-09-08 07:10:00,0,2580,2580
2023-09-08 07:15:00,86,2808,2894
2023-09-08 07:20:00,102,3104,3206
2023-09-08 07:25:00,126,2783,2909
2023-09-08 07:30:00,148,2291,2439
2023-09-08 07:35:00,166,2618,2784
2023-09-08 07:40:00,187,2433,2620
2023-09-08 07:45:00,208,2680,2888
2023-09-08 07:50:00,233,2375,2608
2023-09-08 07:55:00,260,2377,2637
2023-09-08 08:00:00,280,2453,2733
2023-09-08 08:05:00,301,339,640
2023-09-08 08:10:00,321,283,604
