Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2024-01-30 00:00:00,0,2461,2461
2024-01-30 00:05:00,0,2722,2722
2024-01-30 00:10:00,0,2399,2399
2024-01-30 00:15:00,0,2271,2271
2024-01-30 00:20:00,0,2486,2486
2024-01-30 00:25:00,0,2624,2624
2024-01-30 00:30:00,0,2465,2465
2024-01-30 00:35:00,0,2454,2454
2024-01-30 00:40:00,0,2495,2495
2024-01-30 00:45:00,0,2507,2507
2024-01-30 00:50:00,0,2511,2511
2024-01-30 00:55:00,0,318,318
2024-01-30 01:00:00,0,318,318
2024-01-30 01:05:00,0,281,281
2024-01-30 01:10:00,0,250,250
2024-01-30 01:15:00,0,270,270
2024-01-30 01:20:00,0,304,304
2024-01-30 01:25:00,0,2045,2045
2024-01-30 01:30:00,0,2085,2085
2024-01-30 01:35:00,0,1892,1892
2024-01-30 01:40:00,0,1918,1918
2024-01-30 01:45:00,0,1910,1910
2024-01-30 01:50:00,0,1834,1834
2024-01-30 01:55:00,0,1768,1768
2024-01-30 02:00:00,0,1832,1832
2024-01-30 02:05:00,0,1837,1837
2024-01-30 02:10:00,0,1898,1898
2024-01-30 02:15:00,0,1895,1895
2024-01-30 02:20:00,0,1919,1919
2024-01-30 02:25:00,0,332,332
2024-01-30 02:30:00,0,305,305
2024-01-30 02:35:00,0,303,303
2024-01-30 02:40:00,0,286,286
2024-01-30 02:45:00,0,228,228
2024-01-30 02:50:00,0,238,238
2024-01-30 02:55:00,0,501,501
2024-01-30 03:00:00,0,302,302
2024-01-30 03:05:00,0,2025,2025
2024-01-30 03:10:00,0,1856,1856
2024-01-30 03:15:00,0,2057,2057
2024-01-30 03:20:00,0,1876,1876
2024-01-30 03:25:00,0,1843,1843
2024-01-30 03:30:00,0,2047,2047
2024-01-30 03:35:00,0,2035,2035
2024-01-30 03:40:00,0,1833,1833
2024-01-30 03:45:00,0,1843,1843
2024-01-30 03:50:00,0,1893,1893
2024-01-30 03:55:00,0,2100,2100
2024-01-30 04:00:00,0,1882,1882
2024-01-30 04:05:00,0,2125,2125
2024-01-30 04:10:00,0,1845,1845
2024-01-30 04:15:00,0,1782,1782
2024-01-30 04:20:00,0,1970,1970
2024-01-30 04:25:00,0,1874,1874
2024-01-30 04:30:00,0,1918,1918
2024-01-30 04:35:00,0,1917,1917
2024-01-30 04:40:00,0,1920,1920
2024-01-30 04:45:00,0,1902,1902
2024-01-30 04:50:00,0,1919,1919
2024-01-30 04:55:00,0,1774,1774
2024-01-30 05:00:00,0,1774,1774
2024-01-30 05:05:00,0,1850,1850
2024-01-30 05:10:00,0,1906,1906
2024-01-30 05:15:00,0,1917,1917
2024-01-30 05:20:00,0,1924,1924
2024-01-30 05:25:00,0,284,284
2024-01-30 05:30:00,0,532,532
2024-01-30 05:35:00,0,440,440
2024-01-30 05:40:00,0,222,222
2024-01-30 05:45:00,0,266,266
2024-01-30 05:50:00,0,301,301
2024-01-30 05:55:00,0,303,303
2024-01-30 06:00:00,0,301,301
2024-01-30 06:05:00,0,319,319
2024-01-30 06:10:00,0,6810,6810
2024-01-30 06:15:00,0,3139,3139
2024-01-30 06:20:00,0,4627,4627
2024-01-30 06:25:00,0,4666,4666
2024-01-30 06:30:00,0,4740,4740
2024-01-30 06:35:00,0,4759,4759
2024-01-30 06:40:00,0,4755,4755
2024-01-30 06:45:00,0,4743,4743
2024-01-30 06:50:00,0,4685,4685
2024-01-30 06:55:00,0,4730,4730
2024-01-30 07:00:00,0,4663,4663
2024-01-30 07:05:00,0,4662,4662
2024-01-30 07:10:00,0,4661,4661
2024-01-30 07:15:00,0,4739,4739
2024-01-30 07:20:00,0,4949,4949
2024-01-30 07:25:00,0,5206,5206
2024-01-30 07:30:00,0,5305,5305
2024-01-30 07:35:00,0,3495,3495
2024-01-30 07:40:00,0,3371,3371
2024-01-30 07:45:00,0,3584,3584
2024-01-30 07:50:00,0,3398,3398
2024-01-30 07:55:00,0,3460,3460
2024-01-30 08:00:00,0,3441,3441
2024-01-30 08:05:00,127,4883,5010
2024-01-30 08:10:00,166,4904,5070
2024-01-30 08:15:00,211,4841,5052
2024-01-30 08:20:00,273,4723,4996
2024-01-30 08:25:00,334,4670,5004
2024-01-30 08:30:00,387,2005,2392
2024-01-30 08:35:00,440,412,852
2024-01-30 08:40:00,488,368,856
2024-01-30 08:45:00,539,510,1049
2024-01-30 08:50:00,613,404,1017
2024-01-30 08:55:00,690,14,704
2024-01-30 09:00:00,760,-27,733
2024-01-30 09:05:00,855,-136,719
2024-01-30 09:10:00,944,-65,879
2024-01-30 09:15:00,1013,-362,651
2024-01-30 09:20:00,1116,-401,715
2024-01-30 09:25:00,1897,-1218,679
2024-01-30 09:30:00,2320,-1557,763
2024-01-30 09:35:00,2333,-1366,967
2024-01-30 09:40:00,2423,-1728,695
2024-01-30 09:45:00,2194,-1261,933
2024-01-30 09:50:00,2349,-1596,753
2024-01-30 09:55:00,2525,-1919,606
2024-01-30 10:00:00,2111,-573,1538
2024-01-30 10:05:00,2173,-1312,861
2024-01-30 10:10:00,2391,-1734,657
2024-01-30 10:15:00,2768,-904,1864
2024-01-30 10:20:00,2405,1183,3588
2024-01-30 10:25:00,2609,11285,13894
2024-01-30 10:30:00,2880,12403,15283
2024-01-30 10:35:00,3394,11661,15055
2024-01-30 10:40:00,4539,10049,14588
2024-01-30 10:45:00,4785,7247,12032
2024-01-30 10:50:00,4674,7311,11985
