Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-09-14 00:00:00,0,466,466
2023-09-14 00:05:00,0,423,423
2023-09-14 00:10:00,0,415,415
2023-09-14 00:15:00,0,442,442
2023-09-14 00:20:00,0,433,433
2023-09-14 00:25:00,0,422,422
2023-09-14 00:30:00,0,418,418
2023-09-14 00:35:00,0,299,299
2023-09-14 00:40:00,0,286,286
2023-09-14 00:45:00,0,332,332
2023-09-14 00:50:00,0,382,382
2023-09-14 00:55:00,0,394,394
2023-09-14 01:00:00,0,404,404
2023-09-14 01:05:00,0,296,296
2023-09-14 01:10:00,0,297,297
2023-09-14 01:15:00,0,394,394
2023-09-14 01:20:00,0,406,406
2023-09-14 01:25:00,0,404,404
2023-09-14 01:30:00,0,404,404
2023-09-14 01:35:00,0,398,398
2023-09-14 01:40:00,0,274,274
2023-09-14 01:45:00,0,301,301
2023-09-14 01:50:00,0,373,373
2023-09-14 01:55:00,0,370,370
2023-09-14 02:00:00,0,392,392
2023-09-14 02:05:00,0,384,384
2023-09-14 02:10:00,0,400,400
2023-09-14 02:15:00,0,392,392
2023-09-14 02:20:00,0,406,406
2023-09-14 02:25:00,0,278,278
2023-09-14 02:30:00,0,611,611
2023-09-14 02:35:00,0,622,622
2023-09-14 02:40:00,0,614,614
2023-09-14 02:45:00,0,280,280
2023-09-14 02:50:00,0,341,341
2023-09-14 02:55:00,0,371,371
2023-09-14 03:00:00,0,362,362
2023-09-14 03:05:00,0,362,362
2023-09-14 03:10:00,0,369,369
2023-09-14 03:15:00,0,368,368
2023-09-14 03:20:00,0,364,364
2023-09-14 03:25:00,0,362,362
2023-09-14 03:30:00,0,361,361
2023-09-14 03:35:00,0,360,360
2023-09-14 03:40:00,0,352,352
2023-09-14 03:45:00,0,356,356
2023-09-14 03:50:00,0,356,356
2023-09-14 03:55:00,0,357,357
2023-09-14 04:00:00,0,355,355
2023-09-14 04:05:00,0,350,350
2023-09-14 04:10:00,0,352,352
2023-09-14 04:15:00,0,353,353
2023-09-14 04:20:00,0,357,357
2023-09-14 04:25:00,0,1975,1975
2023-09-14 04:30:00,0,2053,2053
2023-09-14 04:35:00,0,2115,2115
2023-09-14 04:40:00,0,2100,2100
2023-09-14 04:45:00,0,2150,2150
2023-09-14 04:50:00,0,2227,2227
2023-09-14 04:55:00,0,2342,2342
2023-09-14 05:00:00,0,2407,2407
2023-09-14 05:05:00,0,2456,2456
2023-09-14 05:10:00,0,2490,2490
2023-09-14 05:15:00,0,2534,2534
2023-09-14 05:20:00,0,2445,2445
2023-09-14 05:25:00,0,2479,2479
2023-09-14 05:30:00,0,2609,2609
2023-09-14 05:35:00,0,364,364
2023-09-14 05:40:00,0,388,388
2023-09-14 05:45:00,0,405,405
2023-09-14 05:50:00,0,414,414
2023-09-14 05:55:00,0,388,388
2023-09-14 06:00:00,0,391,391
2023-09-14 06:05:00,0,279,279
2023-09-14 06:10:00,0,283,283
2023-09-14 06:15:00,0,318,318
