Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-08-28 00:00:00,0,500,500
2023-08-28 00:05:00,0,651,651
2023-08-28 00:10:00,0,323,323
2023-08-28 00:15:00,0,276,276
2023-08-28 00:20:00,0,319,319
2023-08-28 00:25:00,0,326,326
2023-08-28 00:30:00,0,336,336
2023-08-28 00:35:00,0,333,333
2023-08-28 00:40:00,0,338,338
2023-08-28 00:45:00,0,349,349
2023-08-28 00:50:00,0,270,270
2023-08-28 00:55:00,0,480,480
2023-08-28 01:00:00,0,324,324
2023-08-28 01:05:00,0,326,326
2023-08-28 01:10:00,0,328,328
2023-08-28 01:15:00,0,318,318
2023-08-28 01:20:00,0,318,318
2023-08-28 01:25:00,0,320,320
2023-08-28 01:30:00,0,333,333
2023-08-28 01:35:00,0,327,327
2023-08-28 01:40:00,0,252,252
2023-08-28 01:45:00,0,254,254
2023-08-28 01:50:00,0,287,287
2023-08-28 01:55:00,0,319,319
2023-08-28 02:00:00,0,317,317
2023-08-28 02:05:00,0,327,327
2023-08-28 02:10:00,0,313,313
2023-08-28 02:15:00,0,321,321
2023-08-28 02:20:00,0,320,320
2023-08-28 02:25:00,0,480,480
2023-08-28 02:30:00,0,258,258
2023-08-28 02:35:00,0,313,313
2023-08-28 02:40:00,0,313,313
2023-08-28 02:45:00,0,319,319
2023-08-28 02:50:00,0,327,327
2023-08-28 02:55:00,0,331,331
2023-08-28 03:00:00,0,313,313
2023-08-28 03:05:00,0,262,262
2023-08-28 03:10:00,0,254,254
2023-08-28 03:15:00,0,303,303
2023-08-28 03:20:00,0,315,315
2023-08-28 03:25:00,0,538,538
2023-08-28 03:30:00,0,323,323
2023-08-28 03:35:00,0,325,325
2023-08-28 03:40:00,0,318,318
2023-08-28 03:45:00,0,484,484
2023-08-28 03:50:00,0,254,254
2023-08-28 03:55:00,0,294,294
2023-08-28 04:00:00,0,315,315
2023-08-28 04:05:00,0,329,329
2023-08-28 04:10:00,0,311,311
2023-08-28 04:15:00,0,328,328
2023-08-28 04:20:00,0,317,317
2023-08-28 04:25:00,0,267,267
2023-08-28 04:30:00,0,251,251
2023-08-28 04:35:00,0,297,297
2023-08-28 04:40:00,0,312,312
2023-08-28 04:45:00,0,326,326
2023-08-28 04:50:00,0,327,327
2023-08-28 04:55:00,0,327,327
2023-08-28 05:00:00,0,314,314
2023-08-28 05:05:00,0,266,266
2023-08-28 05:10:00,0,291,291
2023-08-28 05:15:00,0,317,317
2023-08-28 05:20:00,0,314,314
2023-08-28 05:25:00,0,324,324
2023-08-28 05:30:00,0,307,307
2023-08-28 05:35:00,0,319,319
2023-08-28 05:40:00,0,301,301
2023-08-28 05:45:00,0,320,320
2023-08-28 05:50:00,0,258,258
2023-08-28 05:55:00,0,622,622
2023-08-28 06:00:00,0,578,578
2023-08-28 06:05:00,0,265,265
2023-08-28 06:10:00,0,314,314
2023-08-28 06:15:00,0,311,311
2023-08-28 06:20:00,0,353,353
2023-08-28 06:25:00,0,583,583
2023-08-28 06:30:00,0,565,565
2023-08-28 06:35:00,0,366,366
2023-08-28 06:40:00,0,354,354
2023-08-28 06:45:00,0,360,360
2023-08-28 06:50:00,0,352,352
2023-08-28 06:55:00,0,570,570
2023-08-28 07:00:00,0,261,261
2023-08-28 07:05:00,0,271,271
2023-08-28 07:10:00,0,578,578
2023-08-28 07:15:00,0,588,588
2023-08-28 07:20:00,0,347,347
2023-08-28 07:25:00,0,352,352
2023-08-28 07:30:00,0,340,340
2023-08-28 07:35:00,0,1045,1045
2023-08-28 07:40:00,0,542,542
2023-08-28 07:45:00,0,492,492
2023-08-28 07:50:00,0,479,479
2023-08-28 07:55:00,0,557,557
2023-08-28 08:00:00,0,531,531
2023-08-28 08:05:00,0,767,767
2023-08-28 08:10:00,0,533,533
2023-08-28 08:15:00,0,712,712
2023-08-28 08:20:00,0,750,750
2023-08-28 08:25:00,78,726,804
2023-08-28 08:30:00,84,709,793
2023-08-28 08:35:00,99,721,820
2023-08-28 08:40:00,126,770,896
2023-08-28 08:45:00,119,865,984
2023-08-28 08:50:00,183,2035,2218
2023-08-28 08:55:00,151,3952,4103
2023-08-28 09:00:00,231,5943,6174
2023-08-28 09:05:00,279,12279,12558
2023-08-28 09:10:00,282,8845,9127
2023-08-28 09:15:00,383,7440,7823
2023-08-28 09:20:00,540,5125,5665
2023-08-28 09:25:00,575,4892,5467
2023-08-28 09:30:00,759,4943,5702
2023-08-28 09:35:00,1139,6301,7440
2023-08-28 09:40:00,750,6737,7487
2023-08-28 09:45:00,1358,6349,7707
2023-08-28 09:50:00,2583,736,3319
2023-08-28 09:55:00,940,3129,4069
2023-08-28 10:00:00,1525,1836,3361
2023-08-28 10:05:00,1086,2343,3429
2023-08-28 10:10:00,1026,2417,3443
2023-08-28 10:15:00,972,-32,940
2023-08-28 10:20:00,862,4833,5695
2023-08-28 10:25:00,663,2984,3647
2023-08-28 10:30:00,579,914,1493
2023-08-28 10:35:00,526,1370,1896
2023-08-28 10:40:00,648,1222,1870
2023-08-28 10:45:00,749,1443,2192
2023-08-28 10:50:00,758,1159,1917
2023-08-28 10:55:00,1368,556,1924
2023-08-28 11:00:00,1845,173,2018
2023-08-28 11:05:00,732,1455,2187
2023-08-28 11:10:00,731,1500,2231
2023-08-28 11:15:00,917,1146,2063
2023-08-28 11:20:00,802,3163,3965
2023-08-28 11:25:00,681,3594,4275
2023-08-28 11:30:00,716,3597,4313
2023-08-28 11:35:00,645,5525,6170
2023-08-28 11:40:00,461,3710,4171
2023-08-28 11:45:00,416,1972,2388
2023-08-28 11:50:00,617,1333,1950
2023-08-28 11:55:00,529,3197,3726
2023-08-28 12:00:00,553,1484,2037
2023-08-28 12:05:00,571,1968,2539
2023-08-28 12:10:00,463,3329,3792
2023-08-28 12:15:00,609,3271,3880
2023-08-28 12:20:00,405,1491,1896
2023-08-28 12:25:00,377,1456,1833
2023-08-28 12:30:00,451,1361,1812
2023-08-28 12:35:00,481,1364,1845
2023-08-28 12:40:00,244,1565,1809
2023-08-28 12:45:00,337,1510,1847
2023-08-28 12:50:00,490,1528,2018
2023-08-28 12:55:00,511,1243,1754
2023-08-28 13:00:00,900,781,1681
2023-08-28 13:05:00,1096,-78,1018
2023-08-28 13:10:00,1119,389,1508
2023-08-28 13:15:00,957,965,1922
2023-08-28 13:20:00,944,1040,1984
2023-08-28 13:25:00,1221,708,1929
2023-08-28 13:30:00,987,1040,2027
2023-08-28 13:35:00,733,435,1168
2023-08-28 13:40:00,606,341,947
2023-08-28 13:45:00,723,167,890
2023-08-28 13:50:00,622,504,1126
2023-08-28 13:55:00,624,1056,1680
2023-08-28 14:00:00,624,1477,2101
2023-08-28 14:05:00,709,869,1578
2023-08-28 14:10:00,1007,700,1707
2023-08-28 14:15:00,970,700,1670
2023-08-28 14:20:00,913,968,1881
2023-08-28 14:25:00,845,833,1678
2023-08-28 14:30:00,708,893,1601
2023-08-28 14:35:00,814,791,1605
2023-08-28 14:40:00,1023,664,1687
2023-08-28 14:45:00,1114,559,1673
2023-08-28 14:50:00,950,726,1676
2023-08-28 14:55:00,842,825,1667
2023-08-28 15:00:00,664,3328,3992
2023-08-28 15:05:00,467,1217,1684
2023-08-28 15:10:00,543,67,610
2023-08-28 15:15:00,574,239,813
2023-08-28 15:20:00,545,1443,1988
2023-08-28 15:25:00,663,1175,1838
