Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-10-13 00:00:00,0,352,352
2023-10-13 00:05:00,0,375,375
2023-10-13 00:10:00,0,345,345
2023-10-13 00:15:00,0,572,572
2023-10-13 00:20:00,0,302,302
2023-10-13 00:25:00,0,288,288
2023-10-13 00:30:00,0,533,533
2023-10-13 00:35:00,0,334,334
2023-10-13 00:40:00,0,344,344
2023-10-13 00:45:00,0,360,360
2023-10-13 00:50:00,0,559,559
2023-10-13 00:55:00,0,275,275
2023-10-13 01:00:00,0,277,277
2023-10-13 01:05:00,0,316,316
2023-10-13 01:10:00,0,338,338
2023-10-13 01:15:00,0,335,335
2023-10-13 01:20:00,0,344,344
2023-10-13 01:25:00,0,327,327
2023-10-13 01:30:00,0,285,285
2023-10-13 01:35:00,0,287,287
2023-10-13 01:40:00,0,326,326
2023-10-13 01:45:00,0,560,560
2023-10-13 01:50:00,0,339,339
2023-10-13 01:55:00,0,562,562
2023-10-13 02:00:00,0,335,335
2023-10-13 02:05:00,0,504,504
2023-10-13 02:10:00,0,281,281
2023-10-13 02:15:00,0,320,320
2023-10-13 02:20:00,0,334,334
2023-10-13 02:25:00,0,363,363
2023-10-13 02:30:00,0,361,361
2023-10-13 02:35:00,0,342,342
2023-10-13 02:40:00,0,271,271
2023-10-13 02:45:00,0,275,275
2023-10-13 02:50:00,0,334,334
2023-10-13 02:55:00,0,340,340
2023-10-13 03:00:00,0,339,339
2023-10-13 03:05:00,0,337,337
2023-10-13 03:10:00,0,337,337
2023-10-13 03:15:00,0,272,272
2023-10-13 03:20:00,0,327,327
2023-10-13 03:25:00,0,333,333
2023-10-13 03:30:00,0,349,349
2023-10-13 03:35:00,0,346,346
2023-10-13 03:40:00,0,333,333
2023-10-13 03:45:00,0,342,342
2023-10-13 03:50:00,0,340,340
2023-10-13 03:55:00,0,328,328
2023-10-13 04:00:00,0,283,283
2023-10-13 04:05:00,0,604,604
2023-10-13 04:10:00,0,621,621
2023-10-13 04:15:00,0,605,605
2023-10-13 04:20:00,0,310,310
2023-10-13 04:25:00,0,315,315
2023-10-13 04:30:00,0,373,373
2023-10-13 04:35:00,0,363,363
2023-10-13 04:40:00,0,357,357
2023-10-13 04:45:00,0,360,360
2023-10-13 04:50:00,0,425,425
2023-10-13 04:55:00,0,361,361
2023-10-13 05:00:00,0,342,342
2023-10-13 05:05:00,0,269,269
2023-10-13 05:10:00,0,272,272
2023-10-13 05:15:00,0,336,336
2023-10-13 05:20:00,0,329,329
2023-10-13 05:25:00,0,343,343
2023-10-13 05:30:00,0,342,342
2023-10-13 05:35:00,0,340,340
2023-10-13 05:40:00,0,327,327
2023-10-13 05:45:00,0,270,270
2023-10-13 05:50:00,0,275,275
2023-10-13 05:55:00,0,334,334
2023-10-13 06:00:00,0,331,331
2023-10-13 06:05:00,0,350,350
2023-10-13 06:10:00,0,348,348
2023-10-13 06:15:00,0,355,355
2023-10-13 06:20:00,0,353,353
2023-10-13 06:25:00,0,283,283
2023-10-13 06:30:00,0,282,282
2023-10-13 06:35:00,0,339,339
2023-10-13 06:40:00,0,350,350
2023-10-13 06:45:00,0,344,344
2023-10-13 06:50:00,0,354,354
2023-10-13 06:55:00,0,346,346
2023-10-13 07:00:00,0,280,280
2023-10-13 07:05:00,0,280,280
2023-10-13 07:10:00,0,329,329
2023-10-13 07:15:00,0,346,346
2023-10-13 07:20:00,0,341,341
2023-10-13 07:25:00,0,353,353
2023-10-13 07:30:00,0,353,353
2023-10-13 07:35:00,0,278,278
2023-10-13 07:40:00,0,272,272
2023-10-13 07:45:00,0,293,293
2023-10-13 07:50:00,0,373,373
2023-10-13 07:55:00,0,339,339
2023-10-13 08:00:00,0,539,539
2023-10-13 08:05:00,0,717,717
2023-10-13 08:10:00,134,315,449
2023-10-13 08:15:00,158,229,387
2023-10-13 08:20:00,192,387,579
2023-10-13 08:25:00,217,387,604
2023-10-13 08:30:00,237,363,600
2023-10-13 08:35:00,270,2367,2637
2023-10-13 08:40:00,310,299,609
2023-10-13 08:45:00,352,288,640
2023-10-13 08:50:00,377,254,631
2023-10-13 08:55:00,422,245,667
2023-10-13 09:00:00,469,104,573
2023-10-13 09:05:00,514,0,514
2023-10-13 09:10:00,564,-66,498
2023-10-13 09:15:00,658,-224,434
2023-10-13 09:20:00,2765,-2328,437
2023-10-13 09:25:00,2899,-2375,524
2023-10-13 09:30:00,3316,-2780,536
2023-10-13 09:35:00,3401,-2961,440
2023-10-13 09:40:00,3433,-3001,432
2023-10-13 09:45:00,3185,3907,7092
2023-10-13 09:50:00,3295,-52,3243
2023-10-13 09:55:00,3316,133,3449
2023-10-13 10:00:00,3510,-206,3304
2023-10-13 10:05:00,3818,-535,3283
2023-10-13 10:10:00,3822,-567,3255
2023-10-13 10:15:00,4017,-776,3241
2023-10-13 10:20:00,4233,-974,3259
2023-10-13 10:25:00,4378,-969,3409
2023-10-13 10:30:00,4412,-1217,3195
2023-10-13 10:35:00,4729,120,4849
2023-10-13 10:40:00,5167,-326,4841
2023-10-13 10:45:00,5174,-346,4828
2023-10-13 10:50:00,5530,-448,5082
2023-10-13 10:55:00,5553,-699,4854
2023-10-13 11:00:00,5865,-5148,717
2023-10-13 11:05:00,5903,-556,5347
2023-10-13 11:10:00,5918,-2988,2930
2023-10-13 11:15:00,5972,663,6635
2023-10-13 11:20:00,5956,-140,5816
2023-10-13 11:25:00,6037,-109,5928
2023-10-13 11:30:00,6222,-1758,4464
2023-10-13 11:35:00,6423,-1071,5352
2023-10-13 11:40:00,6558,97,6655
2023-10-13 11:45:00,6767,-1072,5695
2023-10-13 11:50:00,6781,-2715,4066
2023-10-13 11:55:00,6632,1112,7744
2023-10-13 12:00:00,6873,398,7271
2023-10-13 12:05:00,7009,-2591,4418
2023-10-13 12:10:00,7037,-1231,5806
2023-10-13 12:15:00,7024,-729,6295
2023-10-13 12:20:00,7004,-903,6101
2023-10-13 12:25:00,6969,-682,6287
2023-10-13 12:30:00,7023,-66,6957
2023-10-13 12:35:00,7095,-105,6990
2023-10-13 12:40:00,7136,-336,6800
2023-10-13 12:45:00,7024,4,7028
2023-10-13 12:50:00,7186,-202,6984
2023-10-13 12:55:00,7272,-6746,526
2023-10-13 13:00:00,7108,-6561,547
2023-10-13 13:05:00,6881,-6351,530
2023-10-13 13:10:00,7125,-6587,538
2023-10-13 13:15:00,7070,-6565,505
2023-10-13 13:20:00,6659,-6168,491
2023-10-13 13:25:00,6511,-5898,613
2023-10-13 13:30:00,6898,-6426,472
2023-10-13 13:35:00,7019,-6630,389
2023-10-13 13:40:00,7233,-6364,869
