Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-11-18 00:00:00,0,2016,2016
2023-11-18 00:05:00,0,667,667
2023-11-18 00:10:00,0,415,415
2023-11-18 00:15:00,0,425,425
2023-11-18 00:20:00,0,619,619
2023-11-18 00:25:00,0,363,363
2023-11-18 00:30:00,0,363,363
2023-11-18 00:35:00,0,630,630
2023-11-18 00:40:00,0,2105,2105
2023-11-18 00:45:00,0,1979,1979
2023-11-18 00:50:00,0,1984,1984
2023-11-18 00:55:00,0,1954,1954
2023-11-18 01:00:00,0,2044,2044
2023-11-18 01:05:00,0,280,280
2023-11-18 01:10:00,0,314,314
2023-11-18 01:15:00,0,301,301
2023-11-18 01:20:00,0,300,300
2023-11-18 01:25:00,0,304,304
2023-11-18 01:30:00,0,466,466
2023-11-18 01:35:00,0,1737,1737
2023-11-18 01:40:00,0,1958,1958
2023-11-18 01:45:00,0,1863,1863
2023-11-18 01:50:00,0,1882,1882
2023-11-18 01:55:00,0,1904,1904
2023-11-18 02:00:00,0,1901,1901
2023-11-18 02:05:00,0,1810,1810
2023-11-18 02:10:00,0,1772,1772
2023-11-18 02:15:00,0,1865,1865
2023-11-18 02:20:00,0,1907,1907
2023-11-18 02:25:00,0,318,318
2023-11-18 02:30:00,0,314,314
2023-11-18 02:35:00,0,320,320
2023-11-18 02:40:00,0,252,252
2023-11-18 02:45:00,0,260,260
2023-11-18 02:50:00,0,298,298
2023-11-18 02:55:00,0,327,327
2023-11-18 03:00:00,0,313,313
2023-11-18 03:05:00,0,536,536
2023-11-18 03:10:00,0,1742,1742
2023-11-18 03:15:00,0,1795,1795
2023-11-18 03:20:00,0,1838,1838
2023-11-18 03:25:00,0,2117,2117
2023-11-18 03:30:00,0,1907,1907
2023-11-18 03:35:00,0,330,330
2023-11-18 03:40:00,0,311,311
2023-11-18 03:45:00,0,259,259
2023-11-18 03:50:00,0,243,243
2023-11-18 03:55:00,0,293,293
2023-11-18 04:00:00,0,309,309
2023-11-18 04:05:00,0,330,330
2023-11-18 04:10:00,0,1975,1975
2023-11-18 04:15:00,0,1811,1811
2023-11-18 04:20:00,0,1811,1811
2023-11-18 04:25:00,0,2059,2059
2023-11-18 04:30:00,0,1897,1897
