Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-07-16 00:00:00,0,466,466
2023-07-16 00:05:00,0,465,465
2023-07-16 00:10:00,0,438,438
2023-07-16 00:15:00,0,502,502
2023-07-16 00:20:00,0,511,511
2023-07-16 00:25:00,0,506,506
2023-07-16 00:30:00,0,510,510
2023-07-16 00:35:00,0,509,509
2023-07-16 00:40:00,0,440,440
2023-07-16 00:45:00,0,358,358
2023-07-16 00:50:00,0,352,352
2023-07-16 00:55:00,0,323,323
2023-07-16 01:00:00,0,328,328
2023-07-16 01:05:00,0,322,322
2023-07-16 01:10:00,0,307,307
2023-07-16 01:15:00,0,308,308
2023-07-16 01:20:00,0,263,263
2023-07-16 01:25:00,0,250,250
2023-07-16 01:30:00,0,269,269
2023-07-16 01:35:00,0,314,314
2023-07-16 01:40:00,0,332,332
2023-07-16 01:45:00,0,320,320
2023-07-16 01:50:00,0,333,333
2023-07-16 01:55:00,0,319,319
2023-07-16 02:00:00,0,261,261
2023-07-16 02:05:00,0,247,247
2023-07-16 02:10:00,0,259,259
2023-07-16 02:15:00,0,303,303
2023-07-16 02:20:00,0,317,317
2023-07-16 02:25:00,0,316,316
2023-07-16 02:30:00,0,311,311
2023-07-16 02:35:00,0,310,310
2023-07-16 02:40:00,0,265,265
2023-07-16 02:45:00,0,243,243
2023-07-16 02:50:00,0,263,263
2023-07-16 02:55:00,0,309,309
2023-07-16 03:00:00,0,329,329
2023-07-16 03:05:00,0,321,321
2023-07-16 03:10:00,0,321,321
2023-07-16 03:15:00,0,309,309
2023-07-16 03:20:00,0,259,259
2023-07-16 03:25:00,0,466,466
2023-07-16 03:30:00,0,277,277
2023-07-16 03:35:00,0,303,303
2023-07-16 03:40:00,0,314,314
2023-07-16 03:45:00,0,524,524
2023-07-16 03:50:00,0,319,319
2023-07-16 03:55:00,0,311,311
2023-07-16 04:00:00,0,255,255
2023-07-16 04:05:00,0,244,244
2023-07-16 04:10:00,0,264,264
2023-07-16 04:15:00,0,526,526
2023-07-16 04:20:00,0,322,322
2023-07-16 04:25:00,0,316,316
2023-07-16 04:30:00,0,323,323
2023-07-16 04:35:00,0,310,310
2023-07-16 04:40:00,0,253,253
2023-07-16 04:45:00,0,243,243
2023-07-16 04:50:00,0,273,273
2023-07-16 04:55:00,0,310,310
2023-07-16 05:00:00,0,320,320
2023-07-16 05:05:00,0,312,312
2023-07-16 05:10:00,0,321,321
2023-07-16 05:15:00,0,529,529
2023-07-16 05:20:00,0,252,252
2023-07-16 05:25:00,0,241,241
2023-07-16 05:30:00,0,280,280
2023-07-16 05:35:00,0,308,308
2023-07-16 05:40:00,0,320,320
2023-07-16 05:45:00,0,304,304
2023-07-16 05:50:00,0,310,310
2023-07-16 05:55:00,0,241,241
2023-07-16 06:00:00,0,251,251
2023-07-16 06:05:00,0,244,244
2023-07-16 06:10:00,0,313,313
2023-07-16 06:15:00,154,180,334
2023-07-16 06:20:00,191,154,345
2023-07-16 06:25:00,229,105,334
2023-07-16 06:30:00,267,71,338
2023-07-16 06:35:00,372,-111,261
2023-07-16 06:40:00,423,-154,269
2023-07-16 06:45:00,481,-224,257
2023-07-16 06:50:00,628,-307,321
2023-07-16 06:55:00,671,-348,323
2023-07-16 07:00:00,858,-528,330
2023-07-16 07:05:00,817,-499,318
2023-07-16 07:10:00,966,-635,331
2023-07-16 07:15:00,1206,-954,252
2023-07-16 07:20:00,1295,-1035,260
2023-07-16 07:25:00,1289,-1034,255
2023-07-16 07:30:00,1592,-1314,278
2023-07-16 07:35:00,2372,-2090,282
2023-07-16 07:40:00,2818,-2268,550
2023-07-16 07:45:00,2907,-2377,530
2023-07-16 07:50:00,2234,-1968,266
2023-07-16 07:55:00,2529,-2431,98
2023-07-16 08:00:00,3252,-2829,423
2023-07-16 08:05:00,3256,-2996,260
2023-07-16 08:10:00,3528,-3188,340
2023-07-16 08:15:00,3754,-3403,351
2023-07-16 08:20:00,3911,-3617,294
2023-07-16 08:25:00,3938,-3635,303
2023-07-16 08:30:00,2833,-2505,328
2023-07-16 08:35:00,2569,-2340,229
2023-07-16 08:40:00,2726,-2473,253
2023-07-16 08:45:00,2451,-2161,290
2023-07-16 08:50:00,2721,-2417,304
2023-07-16 08:55:00,2434,-1670,764
2023-07-16 09:00:00,2835,-1343,1492
2023-07-16 09:05:00,2397,-1504,893
2023-07-16 09:10:00,2813,10557,13370
2023-07-16 09:15:00,3745,5896,9641
2023-07-16 09:20:00,4773,4834,9607
2023-07-16 09:25:00,4185,5762,9947
2023-07-16 09:30:00,6477,-2843,3634
2023-07-16 09:35:00,6490,-5700,790
2023-07-16 09:40:00,6656,-5855,801
2023-07-16 09:45:00,6794,-6053,741
2023-07-16 09:50:00,6405,-5971,434
2023-07-16 09:55:00,6612,-6244,368
2023-07-16 10:00:00,6879,-4300,2579
2023-07-16 10:05:00,6859,-4250,2609
2023-07-16 10:10:00,6957,2211,9168
2023-07-16 10:15:00,7064,1720,8784
2023-07-16 10:20:00,7332,1457,8789
2023-07-16 10:25:00,7452,1347,8799
2023-07-16 10:30:00,7541,1171,8712
2023-07-16 10:35:00,7754,1162,8916
2023-07-16 10:40:00,7692,1147,8839
2023-07-16 10:45:00,7981,841,8822
2023-07-16 10:50:00,8044,-1258,6786
2023-07-16 10:55:00,8192,-1619,6573
2023-07-16 11:00:00,8123,-1440,6683
2023-07-16 11:05:00,8213,-1370,6843
2023-07-16 11:10:00,8220,-1451,6769
2023-07-16 11:15:00,8403,-1787,6616
2023-07-16 11:20:00,8496,-1719,6777
2023-07-16 11:25:00,8569,-1636,6933
2023-07-16 11:30:00,8580,-1893,6687
2023-07-16 11:35:00,8670,-1768,6902
2023-07-16 11:40:00,8742,-1774,6968
2023-07-16 11:45:00,8822,-2193,6629
2023-07-16 11:50:00,9171,-2378,6793
2023-07-16 11:55:00,7911,-1047,6864
2023-07-16 12:00:00,9108,-2598,6510
2023-07-16 12:05:00,8726,-2356,6370
2023-07-16 12:10:00,2183,4587,6770
2023-07-16 12:15:00,9745,-2669,7076
2023-07-16 12:20:00,10153,-3502,6651
2023-07-16 12:25:00,3185,3718,6903
2023-07-16 12:30:00,2849,3874,6723
2023-07-16 12:35:00,4975,1809,6784
2023-07-16 12:40:00,7601,-915,6686
2023-07-16 12:45:00,9848,-246,9602
2023-07-16 12:50:00,9517,-1401,8116
2023-07-16 12:55:00,9535,-790,8745
2023-07-16 13:00:00,9606,160,9766
2023-07-16 13:05:00,10025,-3041,6984
2023-07-16 13:10:00,9954,-1206,8748
2023-07-16 13:15:00,2507,5616,8123
2023-07-16 13:20:00,9752,1458,11210
2023-07-16 13:25:00,7423,-3470,3953
2023-07-16 13:30:00,2802,4094,6896
2023-07-16 13:35:00,11476,-5010,6466
2023-07-16 13:40:00,10415,-3864,6551
2023-07-16 13:45:00,9835,-3063,6772
2023-07-16 13:50:00,9834,-2857,6977
2023-07-16 13:55:00,1833,6475,8308
2023-07-16 14:00:00,10472,-2306,8166
2023-07-16 14:05:00,10024,-1912,8112
2023-07-16 14:10:00,10642,-4026,6616
2023-07-16 14:15:00,7299,-2329,4970
2023-07-16 14:20:00,3460,4672,8132
2023-07-16 14:25:00,2723,5361,8084
2023-07-16 14:30:00,2270,4399,6669
2023-07-16 14:35:00,8943,-2770,6173
2023-07-16 14:40:00,4307,2323,6630
2023-07-16 14:45:00,10498,-3743,6755
