Zeit,PV-Ertrag(W),Netz(W),Gesamtverbrauch(W)
2023-08-16 00:00:00,0,361,361
2023-08-16 00:05:00,0,362,362
2023-08-16 00:10:00,0,510,510
2023-08-16 00:15:00,0,373,373
2023-08-16 00:20:00,0,672,672
2023-08-16 00:25:00,0,638,638
2023-08-16 00:30:00,0,652,652
2023-08-16 00:35:00,0,318,318
2023-08-16 00:40:00,0,444,444
2023-08-16 00:45:00,0,418,418
2023-08-16 00:50:00,0,423,423
2023-08-16 00:55:00,0,405,405
2023-08-16 01:00:00,0,416,416
2023-08-16 01:05:00,0,390,390
2023-08-16 01:10:00,0,402,402
2023-08-16 01:15:00,0,391,391
2023-08-16 01:20:00,0,341,341
2023-08-16 01:25:00,0,299,299
2023-08-16 01:30:00,0,318,318
2023-08-16 01:35:00,0,530,530
2023-08-16 01:40:00,0,314,314
2023-08-16 01:45:00,0,305,305
2023-08-16 01:50:00,0,321,321
2023-08-16 01:55:00,0,305,305
2023-08-16 02:00:00,0,315,315
2023-08-16 02:05:00,0,299,299
2023-08-16 02:10:00,0,303,303
2023-08-16 02:15:00,0,525,525
2023-08-16 02:20:00,0,233,233
2023-08-16 02:25:00,0,235,235
2023-08-16 02:30:00,0,333,333
2023-08-16 02:35:00,0,573,573
2023-08-16 02:40:00,0,354,354
2023-08-16 02:45:00,0,354,354
2023-08-16 02:50:00,0,347,347
2023-08-16 02:55:00,0,232,232
2023-08-16 03:00:00,0,235,235
2023-08-16 03:05:00,0,330,330
2023-08-16 03:10:00,0,318,318
2023-08-16 03:15:00,0,326,326
2023-08-16 03:20:00,0,578,578
2023-08-16 03:25:00,0,358,358
2023-08-16 03:30:00,0,347,347
2023-08-16 03:35:00,0,345,345
2023-08-16 03:40:00,0,226,226
2023-08-16 03:45:00,0,227,227
2023-08-16 03:50:00,0,306,306
2023-08-16 03:55:00,0,328,328
2023-08-16 04:00:00,0,336,336
2023-08-16 04:05:00,0,226,226
2023-08-16 04:10:00,0,221,221
2023-08-16 04:15:00,0,328,328
2023-08-16 04:20:00,0,346,346
2023-08-16 04:25:00,0,345,345
2023-08-16 04:30:00,0,338,338
2023-08-16 04:35:00,0,343,343
2023-08-16 04:40:00,0,228,228
2023-08-16 04:45:00,0,227,227
2023-08-16 04:50:00,0,303,303
2023-08-16 04:55:00,0,320,320
2023-08-16 05:00:00,0,228,228
2023-08-16 05:05:00,0,231,231
2023-08-16 05:10:00,0,220,220
2023-08-16 05:15:00,0,225,225
2023-08-16 05:20:00,0,228,228
2023-08-16 05:25:00,0,451,451
2023-08-16 05:30:00,0,283,283
2023-08-16 05:35:00,0,289,289
2023-08-16 05:40:00,0,1974,1974
2023-08-16 05:45:00,0,1921,1921
2023-08-16 05:50:00,0,1973,1973
2023-08-16 05:55:00,0,2028,2028
2023-08-16 06:00:00,0,2069,2069
2023-08-16 06:05:00,0,3094,3094
2023-08-16 06:10:00,0,2288,2288
2023-08-16 06:15:00,0,2328,2328
2023-08-16 06:20:00,0,2399,2399
2023-08-16 06:25:00,0,2290,2290
2023-08-16 06:30:00,0,2330,2330
2023-08-16 06:35:00,0,2525,2525
2023-08-16 06:40:00,0,2538,2538
2023-08-16 06:45:00,0,2563,2563
2023-08-16 06:50:00,104,2434,2538
2023-08-16 06:55:00,127,2301,2428
2023-08-16 07:00:00,146,2327,2473
2023-08-16 07:05:00,161,2377,2538
2023-08-16 07:10:00,183,122,305
2023-08-16 07:15:00,203,240,443
2023-08-16 07:20:00,230,208,438
2023-08-16 07:25:00,252,234,486
2023-08-16 07:30:00,273,201,474
2023-08-16 07:35:00,293,185,478
2023-08-16 07:40:00,308,658,966
2023-08-16 07:45:00,326,163,489
2023-08-16 07:50:00,347,130,477
2023-08-16 07:55:00,365,121,486
2023-08-16 08:00:00,386,85,471
2023-08-16 08:05:00,954,3293,4247
2023-08-16 08:10:00,2330,1013,3343
2023-08-16 08:15:00,2532,797,3329
2023-08-16 08:20:00,2701,595,3296
2023-08-16 08:25:00,2889,316,3205
2023-08-16 08:30:00,3106,2448,5554
2023-08-16 08:35:00,3230,2509,5739
2023-08-16 08:40:00,3385,2392,5777
2023-08-16 08:45:00,3552,-2733,819
2023-08-16 08:50:00,3599,-2758,841
2023-08-16 08:55:00,4063,-3173,890
2023-08-16 09:00:00,4525,-3569,956
2023-08-16 09:05:00,4745,-3993,752
2023-08-16 09:10:00,4915,-4036,879
2023-08-16 09:15:00,5106,-4433,673
2023-08-16 09:20:00,5289,-2110,3179
2023-08-16 09:25:00,5458,-4901,557
2023-08-16 09:30:00,5615,-5069,546
2023-08-16 09:35:00,5801,-5241,560
2023-08-16 09:40:00,5903,-5192,711
2023-08-16 09:45:00,6059,-5129,930
2023-08-16 09:50:00,6257,-5754,503
2023-08-16 09:55:00,6359,-5886,473
2023-08-16 10:00:00,6513,-6048,465
2023-08-16 10:05:00,6648,-5949,699
2023-08-16 10:10:00,6796,-5937,859
2023-08-16 10:15:00,6942,-6177,765
2023-08-16 10:20:00,7055,-6352,703
2023-08-16 10:25:00,7157,-6544,613
2023-08-16 10:30:00,7359,-6797,562
2023-08-16 10:35:00,7473,-6898,575
2023-08-16 10:40:00,7551,-7004,547
2023-08-16 10:45:00,7666,-7105,561
2023-08-16 10:50:00,7764,-7072,692
2023-08-16 10:55:00,7887,-7179,708
2023-08-16 11:00:00,7980,-7054,926
2023-08-16 11:05:00,8111,-7493,618
2023-08-16 11:10:00,8211,-7650,561
2023-08-16 11:15:00,8305,-7327,978
2023-08-16 11:20:00,8322,-7324,998
2023-08-16 11:25:00,8438,-7740,698
2023-08-16 11:30:00,8501,-8029,472
2023-08-16 11:35:00,8608,-8242,366
2023-08-16 11:40:00,8642,-8285,357
2023-08-16 11:45:00,8665,-8256,409
2023-08-16 11:50:00,8730,-8152,578
2023-08-16 11:55:00,8768,-6638,2130
2023-08-16 12:00:00,8810,-5450,3360
2023-08-16 12:05:00,8856,-6941,1915
2023-08-16 12:10:00,8880,-6686,2194
2023-08-16 12:15:00,8909,-8266,643
2023-08-16 12:20:00,8903,-8107,796
2023-08-16 12:25:00,8923,-7990,933
2023-08-16 12:30:00,8959,-8020,939
2023-08-16 12:35:00,8956,-8165,791
2023-08-16 12:40:00,8951,-8517,434
2023-08-16 12:45:00,8968,-8451,517
2023-08-16 12:50:00,8974,-8449,525
2023-08-16 12:55:00,8969,-8416,553
2023-08-16 13:00:00,8986,-7970,1016
2023-08-16 13:05:00,9002,-8219,783
2023-08-16 13:10:00,9024,-8307,717
2023-08-16 13:15:00,9023,-8297,726
2023-08-16 13:20:00,9044,-8294,750
2023-08-16 13:25:00,9050,-8435,615
2023-08-16 13:30:00,9007,-8430,577
2023-08-16 13:35:00,9012,-8438,574
2023-08-16 13:40:00,9031,-8456,575
2023-08-16 13:45:00,9061,-8479,582
2023-08-16 13:50:00,9049,-8293,756
2023-08-16 13:55:00,8993,-7956,1037
2023-08-16 14:00:00,9022,-8231,791
2023-08-16 14:05:00,9047,-8451,596
2023-08-16 14:10:00,8947,-8351,596
2023-08-16 14:15:00,8983,-8391,592
2023-08-16 14:20:00,9027,-8150,877
2023-08-16 14:25:00,9073,-8608,465
2023-08-16 14:30:00,9009,-8307,702
2023-08-16 14:35:00,8799,-8153,646
2023-08-16 14:40:00,8833,-8404,429
2023-08-16 14:45:00,8712,-8069,643
2023-08-16 14:50:00,8620,-8350,270
2023-08-16 14:55:00,8543,-8218,325
2023-08-16 15:00:00,8497,-8168,329
2023-08-16 15:05:00,8379,-7793,586
2023-08-16 15:10:00,8341,-7601,740
2023-08-16 15:15:00,8307,-7798,509
2023-08-16 15:20:00,8214,-7738,476
2023-08-16 15:25:00,8219,-7732,487
2023-08-16 15:30:00,8109,-7390,719
2023-08-16 15:35:00,8074,-3720,4354
2023-08-16 15:40:00,7827,-7220,607
2023-08-16 15:45:00,7818,-7150,668
2023-08-16 15:50:00,7818,-6931,887
2023-08-16 15:55:00,7874,-7193,681
2023-08-16 16:00:00,8119,-7464,655
2023-08-16 16:05:00,8019,-7321,698
2023-08-16 16:10:00,7927,-6963,964
2023-08-16 16:15:00,1762,-479,1283
2023-08-16 16:20:00,1491,-594,897
2023-08-16 16:25:00,1489,-704,785
2023-08-16 16:30:00,1251,-620,631
2023-08-16 16:35:00,1202,-543,659
2023-08-16 16:40:00,1051,-357,694
2023-08-16 16:45:00,969,301,1270
2023-08-16 16:50:00,817,3266,4083
2023-08-16 16:55:00,841,1424,2265
2023-08-16 17:00:00,851,2078,2929
2023-08-16 17:05:00,849,4851,5700
2023-08-16 17:10:00,823,541,1364
2023-08-16 17:15:00,896,524,1420
2023-08-16 17:20:00,1092,233,1325
2023-08-16 17:25:00,1359,-93,1266
2023-08-16 17:30:00,1702,-325,1377
2023-08-16 17:35:00,1910,-555,1355
2023-08-16 17:40:00,2085,-728,1357
2023-08-16 17:45:00,2084,6847,8931
2023-08-16 17:50:00,1790,5113,6903
2023-08-16 17:55:00,1433,5468,6901
2023-08-16 18:00:00,1178,5958,7136
2023-08-16 18:05:00,878,6165,7043
